price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
"13,25 tỷ VNĐ","Đường Dương Khuê, Mai Dịch, Cầu Giấy", 60m2,4.0,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469422.1937783,,
3 tỷ VNĐ,Phương canh, 33m2,4.0,3.0,5.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469424.0191932,4.0,
"18,5 tỷ VNĐ","Đường Lương Thế Vinh, Trung Văn, Nam Từ Liêm", 70m2,5.0,1.0,6.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469426.4625833,5.0,
7 tỷ VNĐ,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 44m2,4.0,5.0,6.0,5.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469428.7557168,5.0,
10 tỷ VNĐ,"Đường Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân", 68m2,4.0,3.0,7.0,14.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469431.397524,15.0,
"12,6 tỷ VNĐ","Đường Bùi Quốc Khái, Hoàng Liệt, Hoàng Mai", 60m2,5.0,23.0,4.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469434.293519,5.0,
65 tỷ VNĐ,"Đường Phạm Văn Đồng, Cổ Nhuế 1, Bắc Từ Liêm", 200m2,10.0,40.0,3.0,6.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469436.6523356,6.0, Đông nam
5 tỷ VNĐ,"Đường Biến Thế, Hạ Đình, Thanh Xuân", 50m2,,1.0,5.0,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469438.5731106,,
"3,3 tỷ VNĐ","Đường Phố Trạm, Long Biên, Long Biên", 51m2,5.0,4.0,3.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469441.1040616,4.0,
42 tỷ VNĐ,QUẬN NAM TỪ LIÊM, 162m2,,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469443.7763047,,
4 tỷ VNĐ,Cầu Diễn, 35m2,4.0,4.0,1.0,1.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469445.5390232,1.0,
,"Đường Nguyễn Sơn, Ngọc Lâm, Long Biên",,,3.0,5.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469448.0967853,4.0,
5 tỷ VNĐ,"Đường Thành Công, Thành Công, Ba Đình", 34m2,,5.0,4.0,2.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469450.6993527,3.0,
"3,8 tỷ VNĐ","Đường Tân Mai, Tân Mai, Hoàng Mai", 36m2,3.0,2.0,4.0,4.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469454.5934408,3.0,
"31,8 tỷ VNĐ","Đường Hàng Rươi, Hàng Mã, Hoàn Kiếm", 80m2,4.0,11.0,3.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469456.7726717,5.0,
"12,5 tỷ VNĐ","Đường Yên Phụ, Trung trực, Ba Đình", 22m2,33.0,2.0,3.0,3.0,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469459.1156402,1.0,
"10,4 tỷ VNĐ",Ngô Thì Nhậm - Hà Đông, 50m2,,,6.0,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469516.3401678,,
"3,2 tỷ VNĐ",Văn Phú - Hà Đông, 40m2,,,4.0,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469518.919876,,
"2,7 tỷ VNĐ",Đa Sỹ - Hà Đông, 47m2,4.0,,,,06/11/2022,Tin thường,batdongsan_so_com_vn_1670469521.6955557,,
"5,35 tỷ VNĐ","Cầu Bươu, Tả Thanh Oai", 51m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469524.1386614,,
"31,6 tỷ VNĐ","Đường Nguyễn Khang, Yên Hòa, Cầu Giấy", 148m2,12.0,1.0,8.0,34.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469526.5550258,34.0,
45 tỷ VNĐ,"Đường Võ Chí Công, Phú Thượng, Tây Hồ", 150m2,7.0,12.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469528.912701,5.0, Nam
"3,9 tỷ VNĐ","Đường Minh Khai, Minh Khai, Hai Bà Trưng", 33m2,3.0,3.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469531.1263106,4.0,
"31,6 tỷ VNĐ","Đường Nguyễn Khang, Yên Hòa, Cầu Giấy", 148m2,12.0,1.0,8.0,34.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469533.483168,34.0,
3 tỷ VNĐ,"Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 46m2,4.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469535.792052,,
"2,55 tỷ VNĐ","Đường Lê Trọng Tấn, La Khê, Hà Đông", 45m2,4.0,2.0,2.0,2.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469538.334247,1.0,
"6,2 tỷ VNĐ",Cầu Giấy QUan Hoa Cầu Giấy Hà Nội, 42m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469541.142229,,
"6,2 tỷ VNĐ",Cầu Giấy QUan Hoa Cầu Giấy Hà Nội, 42m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469543.749909,,
69 tỷ VNĐ,Phố Huế, 168m2,,,4.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469546.1559184,,
"5,9 tỷ VNĐ",Đường Láng, 50m2,,,6.0,7.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469549.8620725,,
2 tỷ VNĐ,"Đường Quốc lộ 70, Biên Giang, Hà Đông", 34m2,4.0,2.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469552.6415253,3.0,
"24,4 tỷ VNĐ","Đường Trích Sài, Thụy Khuê, Tây Hồ", 47m2,7.0,5.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469555.320264,3.0,
"2,65 tỷ VNĐ","Đường Độc Lập, Long Biên, Long Biên", 31m2,4.0,4.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469559.683719,3.0,
"15,3 tỷ VNĐ",Xuân Thủy Cầu Giấy, 85m2,,,7.0,10.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469562.5072737,10.0,
"18,5 tỷ VNĐ","Đường Quang Trung, La Khê, Hà Đông", 100m2,4.0,40.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469565.4273386,4.0,
"2,35 tỷ VNĐ","Đường Tỉnh lộ 72, An Thượng, Hoài Đức", 60m2,6.0,4.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469567.8965652,3.0,
"3,2 tỷ VNĐ","Đường Thái Thịnh, Trung Liệt, Đống Đa", 70m2,,5.0,1.0,2.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469628.2460258,1.0,
"6,5 tỷ VNĐ","Đường Hoàng Văn Thái , Hạ Đình, Thanh Xuân", 34m2,4.0,5.0,5.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469630.879168,4.0,
"11,3 tỷ VNĐ","Đường Nghi Tàm , Yên Phụ, Tây Hồ", 85m2,7.0,20.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469633.18059,3.0,
38 tỷ VNĐ,"Đường Nguyệt Quế, Việt Hưng, Long Biên", 180m2,18.0,1.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469635.4939506,4.0,
13 tỷ VNĐ,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân", 60m2,4.0,6.0,5.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469638.4147553,5.0,
"2,4 tỷ VNĐ","Đường Quốc lộ 21B, Cự Khê, Thanh Oai", 54m2,6.0,10.0,1.0,1.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469640.7492905,1.0,
"4,1 tỷ VNĐ","Đường Nguyễn Chính, Thịnh Liệt, Hoàng Mai", 42m2,3.0,4.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469642.652821,3.0,
"6,8 tỷ VNĐ","Trung Kính, Cầu Giấy", 55m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469644.8928382,,
"9,7 tỷ VNĐ",Đường Kim Đồng, 37m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469647.4399137,,
"4,1 tỷ VNĐ","Đường Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy", 48m2,4.0,4.0,5.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469650.6373653,4.0,
"15,2 tỷ VNĐ",Phố Vĩnh Phúc, 42m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469652.6684573,,
4 tỷ VNĐ,Phú Đô, 35m2,6.0,5.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469655.207867,,
"1,75 tỷ VNĐ","Đường Đại lộ Thăng Long, Vân Côn, Hoài Đức", 50m2,5.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469657.6082566,,
"7,2 tỷ VNĐ","Đường Cầu Giấy, Quan Hoa, Cầu Giấy", 27m2,3.0,10.0,5.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469660.0291092,4.0,
"3,4 tỷ VNĐ",Phú Đô, 35m2,3.0,2.0,3.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469665.0409195,,
10 tỷ VNĐ,"Đường Hồ Ba Mẫu, Phương Liên, Đống Đa", 43m2,3.0,1.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469667.3899992,5.0,
"6,936 tỷ VNĐ","Đường Tỉnh lộ 420, Bình Yên, Thạch Thất", 1261m2,28.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469669.516496,, Đông nam
"4,5 tỷ VNĐ","Đường Đào Tấn, Liễu Giai, Ba Đình", 38m2,3.0,4.0,5.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469671.9507165,4.0,
"3,3 tỷ VNĐ",Phú Diễn, 48m2,5.0,2.0,4.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469674.851748,,
"3,5 tỷ VNĐ","Đường Huỳnh Tấn Phát, Long Biên, Long Biên", 45m2,,1.0,5.0,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469677.3420026,,
2 tỷ VNĐ,Lai Xá Kim Chung Hoài Đức Hà Nội, 60m2,,,,,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440754.1494534,,
"3,3 tỷ VNĐ","Đường Hoàng Liệt, Hoàng Liệt, Hoàng Mai", 35m2,,2.0,5.0,,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440756.7242978,,
"3,5 tỷ VNĐ",Xã Vân Canh - Huyện Hoài Đức - Hà Nội, 67m2,,60.0,10.0,2.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440758.8403752,2.0, Tây nam
"3,5 tỷ VNĐ",Xã Vân Canh - Huyện Hoài Đức - Hà Nội, 67m2,,60.0,,2.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440760.7080262,2.0, Tây nam
"3,5 tỷ VNĐ",Chung cư view công viên nhạc nước đẹp nhất Hoài Đức: Moonlight I - An Lạc Green Symphony sắp ra mắt, 67m2,,40.0,,2.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440763.1153548,2.0, Tây nam
"3,6 tỷ VNĐ",Dương Văn Bé - Hà Nội, 40m2,,,,,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440765.6494484,,
"4,8 tỷ VNĐ",Số 8 - Lê Đức Thọ - Nam Từ Liêm - Hà Nội, 84m2,,,,2.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440768.716527,2.0, Đông nam
"13,5 tỷ VNĐ","Đường Biến Thế, Hạ Đình, Thanh Xuân", 56m2,4.0,1.0,5.0,,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440770.8457775,,
"3,4 tỷ VNĐ","Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai", 32m2,4.0,3.0,5.0,3.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440772.9324012,4.0,
"16,5 tỷ VNĐ","Đường Lê Duẩn, Phương Liên, Đống Đa", 90m2,8.0,3.0,7.0,24.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440774.8036387,24.0,
"6,8 tỷ VNĐ","Đường Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân", 52m2,5.0,3.0,3.0,5.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440776.6809943,,
"4,5 tỷ VNĐ","Đường Trường Chinh, Khương Thượng, Đống Đa", 45m2,5.0,3.0,5.0,4.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440794.8007233,5.0,
163 triệu VNĐ,"Đường Giải Phóng, Hoàng Liệt, Hoàng Mai", 65m2,4.0,50.0,6.0,7.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440813.7018995,5.0,
"5,8 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 76m2,3.0,,,,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440815.9058685,,
"3,2 tỷ VNĐ","Đường Thạch Bàn, Thạch Bàn, Long Biên", 40m2,5.0,5.0,4.0,3.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440818.4225347,4.0,
69 tỷ VNĐ,"Đường Phạm Văn Đồng, Đông Ngạc, Bắc Từ Liêm", 290m2,16.0,20.0,4.0,5.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440820.7557206,7.0,
"3,55 tỷ VNĐ","Đường Vũ Tông Phan, Khương Đình, Thanh Xuân", 45m2,4.0,3.0,5.0,5.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440822.4589148,4.0,
"6,35 tỷ VNĐ","Đường Tây Sơn, Ngã Tư Sở, Đống Đa", 60m2,4.0,3.0,5.0,5.0,05/12/2022,Tin thường,batdongsan_so_com_vn_1670440825.2407033,,
"3,3 tỷ VNĐ","Đường Mai Động, Mai Động, Hoàng Mai", 46m2,4.0,4.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469735.6477754,4.0,
"3,3 tỷ VNĐ","Phúc Lợi, Long Biên", 31m2,3.0,,5.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469737.8166208,2.0,
41 tỷ VNĐ,HOANG VAN THAI - THANH XUAN, 85m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469740.0318902,,
92 tỷ VNĐ,NGUYEN KHANH TOAN - CAU GIAY, 190m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469742.6239712,,
"8,9 tỷ VNĐ","Đường Quốc lộ 32, Đức Thượng, Hoài Đức", 200m2,10.0,3.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469744.8116615,,
91 tỷ VNĐ,TRAN THAI TONG - CAU GIAY, 185m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469747.1094365,,
340 tỷ VNĐ,TON DUC THANG - DONG DA, 540m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469749.5597045,,
120 tỷ VNĐ,NGUYEN LUONG BANG - DONG DA, 204m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469752.298003,,
83 tỷ VNĐ,VU TONG PHAN THANH XUAN, 190m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469754.1974835,,
41 tỷ VNĐ,HOANG VAN THAI - THANH XUAN, 85m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469756.760328,,
"1,95 tỷ VNĐ",quốc lộ 32, 56m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469758.880778,,
92 tỷ VNĐ,NGUYEN KHANH TOAN - CAU GIAY, 190m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469761.344931,,
91 tỷ VNĐ,TRAN THAI TONG - CAU GIAY, 185m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469763.5838592,,
,TON DUC THANG - DONG DA, 540m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469765.9097543,,
120 tỷ VNĐ,NGUYEN LUONG BANG - DONG DA, 204m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469768.3283014,,
83 tỷ VNĐ,VU TONG PHAN -THANH XUAN, 190m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469770.0925362,,
"2,7 tỷ VNĐ",137 Nguyễn Ngọc Vũ, 80m2,,,10.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469772.8589377,2.0,
"5,6 tỷ VNĐ","Số 55, Đường Nguyễn Văn Giáp, Cầu Diễn, Hà Nội", 109m2,,,,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469774.6805954,2.0, Đông bắc
"10,3 tỷ VNĐ",Trần Đăng Ninh - Hà Đông, 50m2,,,7.0,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469777.1492734,,
"2,75 tỷ VNĐ",Mậu Lương - Hà Đông, 46m2,4.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469779.7180786,,
"2,75 tỷ VNĐ",Mậu Lương - Hà Đông, 46m2,4.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469838.4335861,,
"4,1 tỷ VNĐ","Đường Khương Đình, Khương Đình, Thanh Xuân", 36m2,4.0,3.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469840.600086,3.0,
82 triệu VNĐ/m2,"Chính chủ bán lô đất Ngõ 56 Thạch Cầu, Long Biên; 82tr/m2 Có TL; 0927262636", 41m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469842.6426365,,
5 tỷ VNĐ,lê đai hành. hai bà trưng ha nội, 38m2,3.0,,2.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469845.2692206,3.0,
"5,9 tỷ VNĐ","Đường Lê Trọng Tấn, Dương Nội, Hà Đông", 50m2,4.0,15.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469847.1538155,3.0,
88 tỷ VNĐ,Giang Văn Minh Ba Đình Hà Nội, 258m2,16.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469849.4571555,,
"8,8 tỷ VNĐ","Ngõ 32 Đỗ Đức Dục, Nam Từ Liêm", 115m2,12.0,3.0,1.0,1.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469852.1362855,,
"4,25 tỷ VNĐ","Đường Đàm Quang Trung, Long Biên, Long Biên", 54m2,,2.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469855.0465233,,
"4,98 tỷ VNĐ","Đường Trần Duy Hưng, Trung Hòa, Cầu Giấy", 55m2,4.0,4.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469857.7698708,4.0,
"5,2 tỷ VNĐ","Đường Vũ Trọng Phụng, Hạ Đình, Thanh Xuân", 45m2,4.0,2.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469860.6646547,3.0,
"5,1 tỷ VNĐ","💥Chính chủ bán bán nhà 4 tầng tại đường Thanh Bình, P.Mộ Lao, Hà Đông, 5,1 tỷ; 0919591136", 51m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469862.9143353,,
26 tỷ VNĐ,"Đường Bà Triệu, Bùi Thị Xuân, Hai Bà Trưng", 66m2,5.0,40.0,5.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469865.4918933,5.0,
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2,4.0,3.0,4.0,5.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469869.8306432,,
"1,5 tỷ VNĐ","Đường , Đại Thành, Quốc Oai", 40m2,4.0,1.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469872.594297,2.0,
"12,5 tỷ VNĐ","Đường Võ Văn Dũng, Ô Chợ Dừa, Đống Đa", 62m2,6.0,1.0,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469875.0984776,,
"6,3 tỷ VNĐ","Đường Đỗ Đức Dục, Mễ Trì, Nam Từ Liêm", 135m2,14.0,50.0,40.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469877.51353,3.0,
"6,8 tỷ VNĐ","Đường Gia Thụy, Gia Thụy, Long Biên", 93m2,6.0,9.0,3.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469879.624302,5.0,
"7,1 tỷ VNĐ","Đường Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm", 130m2,13.0,50.0,30.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469881.536957,2.0,
"2,8 tỷ VNĐ","Đường Đông Ngạc, Đông Ngạc, Bắc Từ Liêm", 30m2,4.0,5.0,5.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469883.7705133,3.0,
"6,8 tỷ VNĐ","93 Láng Hạ, quận Đống Đa, Hà Nội", 86m2,,,,2.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469886.4529934,2.0, Đông bắc
"3,15 tỷ VNĐ","Đường Cổ Điển A, Tứ Hiệp, Thanh Trì", 46m2,4.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469945.6710815,,
670 triệu VNĐ,"Đường Quốc Lộ 2, Minh Trí, Sóc Sơn", 58m2,4.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469948.2863488,,
"4,8 tỷ VNĐ","Nguyễn Du, Thị Trấn Thường Tín", 68m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469950.9302027,,
"10,8 tỷ VNĐ","Đường Cổ Linh, Thạch Bàn, Long Biên", 80m2,6.0,6.0,5.0,5.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469953.6140742,5.0,
"7,3 tỷ VNĐ","Đường Nguyễn Như Đổ, Quốc Tử Giám, Đống Đa", 45m2,7.0,3.0,4.0,5.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469955.5567632,,
"3,1 tỷ VNĐ","Xóm Lò, Thanh Am", 38m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469957.603402,,
"4,1 tỷ VNĐ","Bán nhà đất tập thể Kim Liên; Đống Đa, 4,1 tỷ; 0329326828", 127m2,,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469960.1058526,,
12 tỷ VNĐ,"Tố Hữu, La Khê, Hà  Đông.", 60m2,4.0,,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469961.6697624,4.0,
"24,5 tỷ VNĐ","Đường Nguyễn Thị Định, Trung Hòa, Cầu Giấy", 85m2,15.0,5.0,8.0,5.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469964.1090565,8.0,
"2,5 tỷ VNĐ","Đường Quốc lộ 6, Phụng Châu, Chương Mỹ", 40m2,4.0,7.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469966.254894,2.0,
"3,25 tỷ VNĐ",Phố Giáp Nhị quận Hai Bà Trưng Hà Nội, 65m2,6.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469969.0346746,,
29 tỷ VNĐ,Tô Hiến Thành, 188m2,12.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469970.8774385,,
"2,5 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 35m2,5.0,,,,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469974.2195554,,
"3,7 tỷ VNĐ","Đường Quang Trung, Yết Kiêu, Hà Đông", 100m2,7.0,2.0,,2.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469976.182524,2.0,
28 tỷ VNĐ,"Đường Phạm Hùng, Mỹ Đình 1, Nam Từ Liêm", 100m2,6.0,10.0,10.0,36.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469978.5090642,36.0,
"2,75 tỷ VNĐ","Đường Hồ Tùng Mậu, Cầu Diễn, Nam Từ Liêm", 32m2,4.0,3.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469980.8152425,1.0,
"2,75 tỷ VNĐ","Đường Hồ Tùng Mậu, Cầu Diễn, Nam Từ Liêm", 32m2,4.0,3.0,4.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469983.1779196,1.0,
"8,4 tỷ VNĐ","Chiến Thắng, Văn Quán, Hà Đông.", 50m2,3.0,,6.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469985.5115376,5.0,
52 tỷ VNĐ,"Đường Hàng Buồm, Hàng Buồm, Hoàn Kiếm", 100m2,3.0,10.0,3.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469988.128615,4.0,
"4,38 tỷ VNĐ","Đường Lương Khánh Thiện, Hoàng Văn Thụ, Hoàng Mai", 35m2,4.0,5.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670469990.5644205,3.0,
6 tỷ VNĐ,"Văn Tiến Dũng, Bắc Từ Liêm", 81m2,8.0,4.0,1.0,1.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470049.2019234,,
3 tỷ VNĐ,"Đường Định Công Thượng, Đại Kim, Hoàng Mai", 35m2,4.0,3.0,4.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470051.6009483,,
6 ngàn VNĐ,"Đường Khương Trung, Khương Trung, Thanh Xuân", 34m2,33.0,1.0,4.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470053.9908185,3.0,
"1,234 triệu VNĐ","Đường Linh Lang, Cống Vị, Ba Đình", 60m2,5.0,3.0,4.0,6.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470056.5497718,4.0,
6 ngàn VNĐ,"Đường Định Công, Định Công, Hoàng Mai", 40m2,3.0,1.0,5.0,4.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470059.2976391,4.0,
,"Đường Xã Đàn 2, Nam Đồng, Đống Đa", 65m2,,1.0,3.0,3.0,05/11/2022,Tin thường,batdongsan_so_com_vn_1670470061.7387574,,
"10,7 tỷ VNĐ",Trường Chinh Đống Đa Hà Nội, 70m2,4.0,,5.0,9.0,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470063.92362,,
100 tỷ VNĐ,Hàng Dầu Hoàn Kiếm Hà Nội, 123m2,4.0,,4.0,9.0,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470066.2256944,,
"10,5 tỷ VNĐ","Đường Trần Thái Tông, Dịch Vọng, Cầu Giấy", 50m2,5.0,1.0,7.0,5.0,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470068.8221545,7.0,
"4,36 tỷ VNĐ","Đường Lê Quang Đạo, Phú Đô, Nam Từ Liêm", 40m2,5.0,3.0,5.0,4.0,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470070.8850327,4.0,
"4,36 tỷ VNĐ","Đường Lê Quang Đạo, Phú Đô, Nam Từ Liêm", 40m2,5.0,3.0,5.0,4.0,04/11/2022,Tin thường,batdongsan_so_com_vn_1670470073.1291764,4.0,
