price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
 25.5 tỷ , 90 m, Đường Ô Chợ Dừa. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,8627806,_,,Cần bán,7m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,6m,2,,---,4,---
 58 tỷ , 160 m, Phố Vạn Bảo. Phường Kim Mã. Quận Ba Đình. Hà Nội,8840007,_,---,Cần bán,12m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,8m,5,---,---,712,---
 9.9 tỷ , 50 m, Đường Đê La Thành. Phường Khâm Thiên. Quận Đống Đa. Hà Nội,8758488,_,,Cần bán,12m,,"Đất thổ cư, đất ở",---,---,5m,7,,---,11,---
 42 tỷ , 110 m, Phố Hoàng Cầu. Phường Láng Hạ. Quận Đống Đa. Hà Nội,8758609,_,,Cần bán,10m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,9,,---,20,---
 15.2 tỷ , 80 m, Đường Nguyễn Chí Thanh. Phường Láng Thượng. Quận Đống Đa. Hà Nội,8754837,_,,Cần bán,15m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,5m,4,,---,6,---
 6.6 tỷ , 65 m, Đường Đào Tấn. Phường Liễu Giai. Quận Ba Đình. Hà Nội,8600277,_,,Cần bán,5m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,8m,3,,---,3,---
 50 tỷ , 222 m, Đường Hoàng Đạo Thúy. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9058959,_,,Cần bán,5m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,---,5,,---,30,---
 26 tỷ , 110 m, Đường Giảng Võ. Phường Giảng Võ. Quận Ba Đình. Hà Nội,9026966,_,,Cần bán,10m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,8m,1,,---,2,---
 128.5 tỷ , 150 m, Phố Hàng Mắm. Phường Hàng Buồm. Quận Hoàn Kiếm. Hà Nội,9035509,_,,Cần bán,6m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,9m,3,,---,5,---
 1.7 tỷ , 30 m, Phố Chùa Quỳnh. Phường Quỳnh Lôi. Quận Hai Bà Trưng. Hà Nội,8887485,_,,Cần bán,3m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,4m,5,,---,3,---
 2.25 tỷ , 30 m, Phố Thái Thịnh. Phường Trung Liệt. Quận Đống Đa. Hà Nội,8879442,_,,Cần bán,3m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,5m,5,,---,3,---
 33 tỷ , 90 m, Đường Tây Sơn 2. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,8986059,_,,Cần bán,5m,,"Đất thổ cư, đất ở",---,,5m,8,,---,8,---
 7.35 tỷ , 35 m, 6 Phố Kim Mã Thượng. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12104294,_,,Cần bán,8m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"3,5m",6,,10m,3,---
 4.55 tỷ , 36 m, 26 Phố Đội cấn. Phường Đội Cấn. Quận Ba Đình. Hà Nội,11873437,_,,Cần bán,"2,8m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,5m",5,,11m,3,---
 9.1 tỷ , 39 m, 6 Đường Đào Tấn. Phường Cống Vị. Quận Ba Đình. Hà Nội,12111014,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"3,9m",7,,10m,4,---
 8 tỷ , 45 m, Đường Quang Trung. Phường Quang Trung. Quận Hà Đông. Hà Nội,10935901,_,,Cần bán,12m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 3.99 tỷ , 33 m, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,10944767,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,6,---
 6.45 tỷ , 42 m, Phố Tô Vĩnh Diện. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,10923960,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,---,---,4,---
 6.8 tỷ , 45 m, Đường Vũ Trọng Phụng. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,10923981,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,6,---
 5.8 tỷ , 36 m, Đường Nguyễn Trãi. Phường Thanh Xuân Trung. Quận Thanh Xuân. Hà Nội,10997299,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 9.5 tỷ , 95 m, Đường La Dương. Phường Dương Nội. Quận Hà Đông. Hà Nội,9665706,_,,Cần bán,10m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,7m,1,,---,1,---
 2.2 tỷ , 43 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,9665885,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,,---,---,---
 2.7 tỷ , 34 m, Đường Cầu Cốc. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,10337714,_,,Cần bán,3m,,Nhà trong hẻm,---,,4m,5,,---,3,---
 2.4 tỷ , 43 m, Đường Tây Mỗ. Phường Tây Mỗ. Quận Nam Từ Liêm. Hà Nội,10317138,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,1,,---,2,---
 2.5 tỷ , 33 m, Đường La Dương. Phường Dương Nội. Quận Hà Đông. Hà Nội,10403603,_,,Cần bán,"2,6m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,3,---
 3.2 tỷ , 33 m, Đường 70. Phường Đại Mỗ. Quận Nam Từ Liêm. Hà Nội,10418362,_,,Cần bán,"2,6m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,2m",5,,---,3,---
 2 tỷ , 34 m, Đường Tây Mỗ. Phường Đại Mỗ. Quận Nam Từ Liêm. Hà Nội,10439153,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,1,,"8,5m",1,---
 1.8 tỷ , 52 m, Đường La Dương. Phường Dương Nội. Quận Hà Đông. Hà Nội,10471812,_,---,Cần bán,"2,3m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
 3.5 tỷ , 38 m, Đường Đa Sĩ. Phường Kiến Hưng. Quận Hà Đông. Hà Nội,12019648,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.65 tỷ , 40 m, Đường Thanh Bình. Phường Mộ Lao. Quận Hà Đông. Hà Nội,12019656,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 3.1 tỷ , 38 m, Đường Hà Cầu. Phường Quang Trung. Quận Hà Đông. Hà Nội,12019666,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.5 tỷ , 50 m, Đường Nghĩa Bình. Phường Yên Nghĩa. Quận Hà Đông. Hà Nội,12019673,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 4.1 tỷ , 37 m, Đường 19 tháng 5. Phường Văn Quán. Quận Hà Đông. Hà Nội,12019639,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 4.45 tỷ , 49 m, Phố Chiến Thắng. Phường Văn Quán. Quận Hà Đông. Hà Nội,12095206,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 4.75 tỷ , 49 m, Đường Ngô Quyền. Phường Quang Trung. Quận Hà Đông. Hà Nội,12095163,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,2,,---,1,---
 4.65 tỷ , 53 m, Phố Cầu Am. Phường Vạn Phúc. Quận Hà Đông. Hà Nội,12095276,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 4.7 tỷ , 52 m, Đường Vạn Phúc. Phường Vạn Phúc. Quận Hà Đông. Hà Nội,12095235,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 4.5 tỷ , 45 m, Đường La Nội. Phường Dương Nội. Quận Hà Đông. Hà Nội,12095328,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 3.55 tỷ , 45 m, Đường 19 tháng 5. Phường Văn Quán. Quận Hà Đông. Hà Nội,12101751,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.5 tỷ , 45 m, Đường Nguyễn Khuyến. Phường Văn Quán. Quận Hà Đông. Hà Nội,12101792,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 3.1 tỷ , 42 m, Đường Văn La. Phường Phú La. Quận Hà Đông. Hà Nội,12101822,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,3,---
 4.4 tỷ , 52 m, Đường Tô Hiệu. Phường Nguyễn Trãi. Quận Hà Đông. Hà Nội,12101873,_,,Cần bán,3m,,Nhà trong hẻm,Giấy tờ hợp lệ,,---,5,,---,6,---
 5.3 tỷ , 70 m, Đường Lê Trọng Tấn. Phường Quang Trung. Quận Hà Đông. Hà Nội,12101905,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 3.95 tỷ , 55 m, Đường Trần Phú. Phường Văn Quán. Quận Hà Đông. Hà Nội,12061676,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 3.9 tỷ , 44 m, Đường Quang Trung. Phường Quang Trung. Quận Hà Đông. Hà Nội,12061628,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 2.9 tỷ , 48 m, Đường Lê Hồng Phong. Phường Hà Cầu. Quận Hà Đông. Hà Nội,12061652,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 3.51 tỷ , 62 m, Phố Chiến Thắng. Phường Văn Quán. Quận Hà Đông. Hà Nội,12061577,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 3.49 tỷ , 45 m, Đường Hà Trì 3. Phường Hà Cầu. Quận Hà Đông. Hà Nội,12061606,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 21.6 tỷ , 96 m, Đường Nguyễn Thị Định. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11412722,_,,Cần bán,"5,3m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,6,---
 24 tỷ , 115 m, Phố Nguyễn Thị Thập. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11412834,_,,Cần bán,"7,6m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,8,---
 25 tỷ , 120 m, Đường Đỗ Quang. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11412790,_,,Cần bán,9m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,6,,---,5,---
 20 tỷ , 140 m, Phố Hoàng Ngân. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11412773,_,,Cần bán,7m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,8,,---,28,---
 24 tỷ , 92 m, Đường Nguyễn Thị Định. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11384983,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,9,,---,15,---
 32.4 tỷ , 120 m, Phố Trung Kính. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11385023,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,7,,---,5,---
 49.5 tỷ , 140 m, Phố Trần Thái Tông. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11385050,_,,Cần bán,"7,4m",,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,6,,---,10,---
 41.5 tỷ , 260 m, Đường Nguyễn Khánh Toàn. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,11385068,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,6,---
 33.5 tỷ , 110 m, Đường Tôn Thất Thuyết. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11385043,_,,Cần bán,5m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,6,,---,6,---
 25.5 tỷ , 121 m, Đường Nguyễn Chánh. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11359974,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,8,,---,8,---
 28.3 tỷ , 111 m, Phố Trần Đăng Ninh. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11359897,_,,Cần bán,"7,2m",,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,8,,---,16,---
 10.5 tỷ , 87 m, Đường Nguyễn Văn Huyên. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11360147,_,,Cần bán,"5,1m",,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,6,,---,6,---
 16.5 tỷ , 102 m, Phố Dương Đình Nghệ. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11442845,_,,Cần bán,"5,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,5,---
 17.9 tỷ , 78 m, Đường Yên Hòa. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,11442903,_,,Cần bán,"6,2m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,5,---
 15.88 tỷ , 72 m, Phố Dịch Vọng Hậu. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11443220,_,,Cần bán,5m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,3,---
 15 tỷ , 94 m, Đường Thành Thái. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,11422140,_,,Cần bán,"7,6m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,6,,---,4,---
 18.75 tỷ , 76 m, Đường Trần Kim Xuyến. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,11421814,_,,Cần bán,"6,6m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 15.8 tỷ , 142 m, Đường Yên Hòa. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11421850,_,,Cần bán,"6,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 16.5 tỷ , 110 m, Phố Dương Đình Nghệ. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11421955,_,,Cần bán,"5,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,5,---
 3 tỷ , 35 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11650568,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 4.1 tỷ , 42 m, Đường Lai Xá. Thị trấn Trạm Trôi. Huyện Hoài Đức. Hà Nội,11620523,_,---,Cần bán,7m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 2.05 tỷ , 38 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11798309,_,,Cần bán,3m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,---,---,,---,---,---
 2.85 tỷ , 41 m, Đường Văn Minh. Xã Di Trạch. Huyện Hoài Đức. Hà Nội,11758222,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 2.4 tỷ , 48 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11812420,_,,Cần bán,3m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,---,---,,---,---,---
 3.15 tỷ , 45 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11862359,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 3.4 tỷ , 44 m, Đường Xuân Phương. Phường Phương Canh. Quận Nam Từ Liêm. Hà Nội,11873867,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 2.65 tỷ , 34 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11906781,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,3,---
 3.25 tỷ , 44 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11902565,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 3.1 tỷ , 39 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11881902,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 3.4 tỷ , 44 m, Đường Xuân Phương. Phường Phương Canh. Quận Nam Từ Liêm. Hà Nội,11892061,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 2.9 tỷ , 42 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11936130,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 2.65 tỷ , 34 m, Đường Lai Xá. Thị trấn Trạm Trôi. Huyện Hoài Đức. Hà Nội,11987600,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 2.8 tỷ , 38 m, Đường Quốc lộ 32. Xã Di Trạch. Huyện Hoài Đức. Hà Nội,11987601,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 2.6 tỷ , 34 m, Đường Lai Xá. Thị trấn Trạm Trôi. Huyện Hoài Đức. Hà Nội,11995388,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 2.75 tỷ , 40 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11980998,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 3.25 tỷ , 34 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,11980849,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 3.3 tỷ , 43 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,12031304,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 2.75 tỷ , 43 m, Tỉnh Lộ 422B. Xã Vân Canh. Huyện Hoài Đức. Hà Nội,12035240,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 2.98 tỷ , 34 m, Đường Quốc lộ 32. Xã Di Trạch. Huyện Hoài Đức. Hà Nội,12035425,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 39 tỷ , 170 m, Phố Hoàng Ngân. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,3278462,_,---,Cần bán,15m,---,Nhà mặt tiền,---,---,---,2,---,---,2,---
 41 tỷ , 115 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,4087948,_,---,Cần bán,30m,---,"Đất thổ cư, đất ở",---,---,---,1,---,---,1,---
 7.15 tỷ , 50 m, Đường Hoàng Mai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,7879245,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 9 tỷ , 51 m, Đường Yên Lãng. Phường Trung Phụng. Quận Đống Đa. Hà Nội,8119251,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 6.8 tỷ , 56 m, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,10711482,_,,Cần bán,10m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,4m",5,,---,4,---
 7.8 tỷ , 50 m, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,11060109,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,4m",5,,---,4,---
 37 tỷ , 140 m, Đường Dương Văn Bé. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,11109640,_,,Cần bán,30m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"8,6m",6,,---,6,---
 9.7 tỷ , 35 m, Phố Bạch Mai. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,11088619,_,,Cần bán,25m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,3m,4,---,---,2,---
 6.7 tỷ , 52 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,11202497,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,3m",3,---,---,2,---
 4.4 tỷ , 45 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,11211182,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,3,---,---,5,---
 4.35 tỷ , 39 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,11213245,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,4,---,---,3,---
 3.35 tỷ , 30 m, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,11402462,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,1m",6,---,---,3,---
 11 tỷ , 50 m, Phố Kim Ngưu. Phường Thanh Lương. Quận Hai Bà Trưng. Hà Nội,11619630,_,,Cần bán,12m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,8m,5,,---,3,---
 4.68 tỷ , 39 m, Đường Trần Khát Chân. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,11693377,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,---,---,3,---
 6.4 tỷ , 46 m, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,11748332,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,3m",5,---,---,5,---
 4.4 tỷ , 39 m, Đường Lĩnh Nam. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,11941330,_,,Cần bán,10m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,6m",5,,---,3,---
 56 tỷ , 281 m, Đường Hồ Tùng Mậu. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11832712,_,---,Cần bán,60m,---,"Đất thổ cư, đất ở",Giấy tờ hợp lệ,---,---,---,---,---,---,---
 39.9 tỷ , 200 m, Đường Trần Bình. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,11815560,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,10,---,---,60,---
 18 tỷ , 65 m, Phố Hoàng Ngân. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11840606,_,---,Cần bán,10m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 20 tỷ , 147 m, Đường Hồ Ba Mẫu. Phường Phương Liên. Quận Đống Đa. Hà Nội,11875343,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
 12.7 tỷ , 50 m, Đường Nguyễn Cơ Thạch. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,11916145,_,---,Cần bán,10m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,---,---,3,---
 26 tỷ , 155 m, Đường Giải Phóng. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,11931322,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
 13.3 tỷ , 30 m, Phố Vọng. Phường Đống Mác. Quận Hai Bà Trưng. Hà Nội,11940901,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,4,---
 18.5 tỷ , 55 m, Phố Ngụy Như Kon Tum. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,11960240,_,---,Cần bán,10m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,8,---
 5.9 tỷ , 45 m, Phố Kim Ngưu. Phường Thanh Lương. Quận Hai Bà Trưng. Hà Nội,11969199,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 14.5 tỷ , 60 m, Phố Võ Thị Sáu. Phường Thanh Nhàn. Quận Hai Bà Trưng. Hà Nội,11989286,_,---,Cần bán,10m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 5.5 tỷ , 45 m, Phố Đội cấn. Phường Ngọc Hà. Quận Ba Đình. Hà Nội,11985551,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,5,---
 18 tỷ , 85 m, Phố Pháo Đài Láng. Phường Láng Thượng. Quận Đống Đa. Hà Nội,11982653,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 18.9 tỷ , 65 m, Đường Đồng Cổ. Phường Thụy Khuê. Quận Tây Hồ. Hà Nội,11973526,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,6,---,---,5,---
 70 tỷ , 165 m, Phố Thái Thịnh. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,12005079,_,---,Cần bán,20m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,8,---,---,6,---
